Time Stamp,Time Zone,Name,PTID,Load
10/11/16 3:50,EDT,MHK VL,61756,671.7
10/11/16 3:50,EDT,MILLWD,61759,195.8
10/11/16 3:50,EDT,N.Y.C.,61761,3945.7
10/11/16 3:50,EDT,NORTH,61755,441.8
10/11/16 3:50,EDT,WEST,61752,1380.9
10/11/16 3:55,EDT,CAPITL,61757,1057.7
10/11/16 3:55,EDT,CENTRL,61754,1379.1
10/11/16 3:55,EDT,DUNWOD,61760,455.5
10/11/16 3:55,EDT,GENESE,61753,828.5
10/11/16 3:55,EDT,HUD VL,61758,762.1
10/11/16 3:55,EDT,LONGIL,61762,1565.4
10/11/16 3:55,EDT,MHK VL,61756,672.6
10/11/16 3:55,EDT,MILLWD,61759,196.8
10/11/16 3:55,EDT,N.Y.C.,61761,3917.1
10/11/16 3:55,EDT,NORTH,61755,462.7
10/11/16 3:55,EDT,WEST,61752,1370.9
10/11/16 4:00,EDT,CAPITL,61757,1056.2
10/11/16 4:00,EDT,CENTRL,61754,1374.6
10/11/16 4:00,EDT,DUNWOD,61760,449.9
10/11/16 4:00,EDT,GENESE,61753,824
10/11/16 4:00,EDT,HUD VL,61758,766.7
10/11/16 4:00,EDT,LONGIL,61762,1565.9
10/11/16 4:00,EDT,MHK VL,61756,683
10/11/16 4:00,EDT,MILLWD,61759,202.7
10/11/16 4:00,EDT,N.Y.C.,61761,3953.7
10/11/16 4:00,EDT,NORTH,61755,458.4
10/11/16 4:00,EDT,WEST,61752,1405.1
10/11/16 4:05,EDT,CAPITL,61757,1062
10/11/16 4:05,EDT,CENTRL,61754,1387.5
10/11/16 4:05,EDT,DUNWOD,61760,460.9
10/11/16 4:05,EDT,GENESE,61753,824.1
10/11/16 4:05,EDT,HUD VL,61758,757.7
10/11/16 4:05,EDT,LONGIL,61762,1572.4
10/11/16 4:05,EDT,MHK VL,61756,674.7
10/11/16 4:05,EDT,MILLWD,61759,195.5
10/11/16 4:05,EDT,N.Y.C.,61761,3956.9
10/11/16 4:05,EDT,NORTH,61755,440.2
10/11/16 4:05,EDT,WEST,61752,1367.4
10/11/16 4:10,EDT,CAPITL,61757,1062.6
10/11/16 4:10,EDT,CENTRL,61754,1337.8
10/11/16 4:10,EDT,DUNWOD,61760,458.5
10/11/16 4:10,EDT,GENESE,61753,833.4
10/11/16 4:10,EDT,HUD VL,61758,770.2
10/11/16 4:10,EDT,LONGIL,61762,1575.3
10/11/16 4:10,EDT,MHK VL,61756,684.1
10/11/16 4:10,EDT,MILLWD,61759,205
10/11/16 4:10,EDT,N.Y.C.,61761,3940.8
10/11/16 4:10,EDT,NORTH,61755,442.5
10/11/16 4:10,EDT,WEST,61752,1391.7
10/11/16 4:15,EDT,CAPITL,61757,1063
10/11/16 4:15,EDT,CENTRL,61754,1382.4
10/11/16 4:15,EDT,DUNWOD,61760,460.7
10/11/16 4:15,EDT,GENESE,61753,829.9
10/11/16 4:15,EDT,HUD VL,61758,765.6
10/11/16 4:15,EDT,LONGIL,61762,1581.9
10/11/16 4:15,EDT,MHK VL,61756,685.2
10/11/16 4:15,EDT,MILLWD,61759,202.7
10/11/16 4:15,EDT,N.Y.C.,61761,3957.5
10/11/16 4:15,EDT,NORTH,61755,453.4
10/11/16 4:15,EDT,WEST,61752,1419.1
10/11/16 4:20,EDT,CAPITL,61757,1058.4
10/11/16 4:20,EDT,CENTRL,61754,1349.4
10/11/16 4:20,EDT,DUNWOD,61760,441.6
10/11/16 4:20,EDT,GENESE,61753,830.7
10/11/16 4:20,EDT,HUD VL,61758,776.4
10/11/16 4:20,EDT,LONGIL,61762,1600.7
10/11/16 4:20,EDT,MHK VL,61756,685.8
10/11/16 4:20,EDT,MILLWD,61759,222
10/11/16 4:20,EDT,N.Y.C.,61761,3953.9
10/11/16 4:20,EDT,NORTH,61755,465.9
10/11/16 4:20,EDT,WEST,61752,1417.8
10/11/16 4:25,EDT,CAPITL,61757,1056.3
10/11/16 4:25,EDT,CENTRL,61754,1401.6
10/11/16 4:25,EDT,DUNWOD,61760,451.9
10/11/16 4:25,EDT,GENESE,61753,845.1
10/11/16 4:25,EDT,HUD VL,61758,785.4
10/11/16 4:25,EDT,LONGIL,61762,1597.9
10/11/16 4:25,EDT,MHK VL,61756,686.7
10/11/16 4:25,EDT,MILLWD,61759,198
10/11/16 4:25,EDT,N.Y.C.,61761,3961.4
10/11/16 4:25,EDT,NORTH,61755,477.4
10/11/16 4:25,EDT,WEST,61752,1408.2
10/11/16 4:30,EDT,CAPITL,61757,1065.1
10/11/16 4:30,EDT,CENTRL,61754,1402.6
10/11/16 4:30,EDT,DUNWOD,61760,455.7
10/11/16 4:30,EDT,GENESE,61753,845
10/11/16 4:30,EDT,HUD VL,61758,774.6
10/11/16 4:30,EDT,LONGIL,61762,1589.1
10/11/16 4:30,EDT,MHK VL,61756,683.9
10/11/16 4:30,EDT,MILLWD,61759,204.5
10/11/16 4:30,EDT,N.Y.C.,61761,3975
10/11/16 4:30,EDT,NORTH,61755,452.9
10/11/16 4:30,EDT,WEST,61752,1402.5
10/11/16 4:35,EDT,CAPITL,61757,1067.3
10/11/16 4:35,EDT,CENTRL,61754,1386.4
10/11/16 4:35,EDT,DUNWOD,61760,467
10/11/16 4:35,EDT,GENESE,61753,843.2
10/11/16 4:35,EDT,HUD VL,61758,773.8
10/11/16 4:35,EDT,LONGIL,61762,1591.4
10/11/16 4:35,EDT,MHK VL,61756,689.2
10/11/16 4:35,EDT,MILLWD,61759,209.7
10/11/16 4:35,EDT,N.Y.C.,61761,3963.1
10/11/16 4:35,EDT,NORTH,61755,476.7
10/11/16 4:35,EDT,WEST,61752,1423
10/11/16 4:40,EDT,CAPITL,61757,1066.7
10/11/16 4:40,EDT,CENTRL,61754,1409.7
10/11/16 4:40,EDT,DUNWOD,61760,458.3
10/11/16 4:40,EDT,GENESE,61753,851.7
10/11/16 4:40,EDT,HUD VL,61758,776.6
10/11/16 4:40,EDT,LONGIL,61762,1603.1
10/11/16 4:40,EDT,MHK VL,61756,689
10/11/16 4:40,EDT,MILLWD,61759,211
10/11/16 4:40,EDT,N.Y.C.,61761,4003.7
10/11/16 4:40,EDT,NORTH,61755,453.5
10/11/16 4:40,EDT,WEST,61752,1398
10/11/16 4:45,EDT,CAPITL,61757,1080.1
10/11/16 4:45,EDT,CENTRL,61754,1427.7
10/11/16 4:45,EDT,DUNWOD,61760,456
10/11/16 4:45,EDT,GENESE,61753,845.2
10/11/16 4:45,EDT,HUD VL,61758,792.8
10/11/16 4:45,EDT,LONGIL,61762,1606.7
10/11/16 4:45,EDT,MHK VL,61756,694.6
10/11/16 4:45,EDT,MILLWD,61759,208.8
10/11/16 4:45,EDT,N.Y.C.,61761,4027.1
10/11/16 4:45,EDT,NORTH,61755,456.2
10/11/16 4:45,EDT,WEST,61752,1422.7
10/11/16 4:50,EDT,CAPITL,61757,1085.6
10/11/16 4:50,EDT,CENTRL,61754,1422.7
10/11/16 4:50,EDT,DUNWOD,61760,459.3
10/11/16 4:50,EDT,GENESE,61753,848.5
10/11/16 4:50,EDT,HUD VL,61758,790.6
10/11/16 4:50,EDT,LONGIL,61762,1614.8
10/11/16 4:50,EDT,MHK VL,61756,687.7
10/11/16 4:50,EDT,MILLWD,61759,210.4
10/11/16 4:50,EDT,N.Y.C.,61761,4010.3
10/11/16 4:50,EDT,NORTH,61755,471.9
10/11/16 4:50,EDT,WEST,61752,1446.3
10/11/16 4:55,EDT,CAPITL,61757,1092.1
10/11/16 4:55,EDT,CENTRL,61754,1395.7
10/11/16 4:55,EDT,DUNWOD,61760,469.8
10/11/16 4:55,EDT,GENESE,61753,857.2
10/11/16 4:55,EDT,HUD VL,61758,791.7
10/11/16 4:55,EDT,LONGIL,61762,1605.8
10/11/16 4:55,EDT,MHK VL,61756,690.7
10/11/16 4:55,EDT,MILLWD,61759,210.8
10/11/16 4:55,EDT,N.Y.C.,61761,3992
10/11/16 4:55,EDT,NORTH,61755,453.2
10/11/16 4:55,EDT,WEST,61752,1427.3
10/11/16 5:00,EDT,CAPITL,61757,1090.1
10/11/16 5:00,EDT,CENTRL,61754,1398.1
10/11/16 5:00,EDT,DUNWOD,61760,477.1
10/11/16 5:00,EDT,GENESE,61753,860.4
10/11/16 5:00,EDT,HUD VL,61758,788
10/11/16 5:00,EDT,LONGIL,61762,1619.7
10/11/16 5:00,EDT,MHK VL,61756,709.9
10/11/16 5:00,EDT,MILLWD,61759,215.4
10/11/16 5:00,EDT,N.Y.C.,61761,4000.4
10/11/16 5:00,EDT,NORTH,61755,463.4
10/11/16 5:00,EDT,WEST,61752,1448.1
10/11/16 5:05,EDT,CAPITL,61757,1098.8
10/11/16 5:05,EDT,CENTRL,61754,1449.5
10/11/16 5:05,EDT,DUNWOD,61760,471.3
10/11/16 5:05,EDT,GENESE,61753,866.9
10/11/16 5:05,EDT,HUD VL,61758,823.1
10/11/16 5:05,EDT,LONGIL,61762,1645.5
10/11/16 5:05,EDT,MHK VL,61756,705
10/11/16 5:05,EDT,MILLWD,61759,209.2
10/11/16 5:05,EDT,N.Y.C.,61761,4048.8
10/11/16 5:05,EDT,NORTH,61755,475.9
10/11/16 5:05,EDT,WEST,61752,1427.6
10/11/16 5:10,EDT,CAPITL,61757,1120.9
10/11/16 5:10,EDT,CENTRL,61754,1451.4
10/11/16 5:10,EDT,DUNWOD,61760,476.5
10/11/16 5:10,EDT,GENESE,61753,881.1
10/11/16 5:10,EDT,HUD VL,61758,813.9
10/11/16 5:10,EDT,LONGIL,61762,1651.3
10/11/16 5:10,EDT,MHK VL,61756,720.9
10/11/16 5:10,EDT,MILLWD,61759,214.5
10/11/16 5:10,EDT,N.Y.C.,61761,4085.1
10/11/16 5:10,EDT,NORTH,61755,465.7
10/11/16 5:10,EDT,WEST,61752,1456.8
10/11/16 5:15,EDT,CAPITL,61757,1121.1
10/11/16 5:15,EDT,CENTRL,61754,1480.6
10/11/16 5:15,EDT,DUNWOD,61760,480.4
10/11/16 5:15,EDT,GENESE,61753,892.8
10/11/16 5:15,EDT,HUD VL,61758,815.9
10/11/16 5:15,EDT,LONGIL,61762,1665.1
10/11/16 5:15,EDT,MHK VL,61756,731.1
10/11/16 5:15,EDT,MILLWD,61759,207.3
10/11/16 5:15,EDT,N.Y.C.,61761,4085.6
10/11/16 5:15,EDT,NORTH,61755,459.8
10/11/16 5:15,EDT,WEST,61752,1476.9
10/11/16 5:20,EDT,CAPITL,61757,1136.5
10/11/16 5:20,EDT,CENTRL,61754,1469.8
10/11/16 5:20,EDT,DUNWOD,61760,467.7
10/11/16 5:20,EDT,GENESE,61753,900.3
10/11/16 5:20,EDT,HUD VL,61758,821.3
10/11/16 5:20,EDT,LONGIL,61762,1679.2
10/11/16 5:20,EDT,MHK VL,61756,743
10/11/16 5:20,EDT,MILLWD,61759,214.1
10/11/16 5:20,EDT,N.Y.C.,61761,4120.9
10/11/16 5:20,EDT,NORTH,61755,473.5
10/11/16 5:20,EDT,WEST,61752,1517.4
10/11/16 5:25,EDT,CAPITL,61757,1132.2
10/11/16 5:25,EDT,CENTRL,61754,1503.2
10/11/16 5:25,EDT,DUNWOD,61760,488.2
10/11/16 5:25,EDT,GENESE,61753,904.5
10/11/16 5:25,EDT,HUD VL,61758,839.6
10/11/16 5:25,EDT,LONGIL,61762,1702.6
10/11/16 5:25,EDT,MHK VL,61756,753.6
10/11/16 5:25,EDT,MILLWD,61759,212.7
10/11/16 5:25,EDT,N.Y.C.,61761,4172
10/11/16 5:25,EDT,NORTH,61755,458.4
10/11/16 5:25,EDT,WEST,61752,1483.2
10/11/16 5:30,EDT,CAPITL,61757,1145.5
10/11/16 5:30,EDT,CENTRL,61754,1524.3
10/11/16 5:30,EDT,DUNWOD,61760,481.3
10/11/16 5:30,EDT,GENESE,61753,912.3
10/11/16 5:30,EDT,HUD VL,61758,835.9
10/11/16 5:30,EDT,LONGIL,61762,1708.3
10/11/16 5:30,EDT,MHK VL,61756,751.1
10/11/16 5:30,EDT,MILLWD,61759,220.2
10/11/16 5:30,EDT,N.Y.C.,61761,4189
10/11/16 5:30,EDT,NORTH,61755,477.3
10/11/16 5:30,EDT,WEST,61752,1489.7
10/11/16 5:35,EDT,CAPITL,61757,1160.6
10/11/16 5:35,EDT,CENTRL,61754,1525.9
10/11/16 5:35,EDT,DUNWOD,61760,486.2
10/11/16 5:35,EDT,GENESE,61753,914.7
10/11/16 5:35,EDT,HUD VL,61758,837.8
10/11/16 5:35,EDT,LONGIL,61762,1724.9
10/11/16 5:35,EDT,MHK VL,61756,768.6
10/11/16 5:35,EDT,MILLWD,61759,223.1
10/11/16 5:35,EDT,N.Y.C.,61761,4211.3
10/11/16 5:35,EDT,NORTH,61755,481.3
10/11/16 5:35,EDT,WEST,61752,1518.5
10/11/16 5:40,EDT,CAPITL,61757,1170.2
10/11/16 5:40,EDT,CENTRL,61754,1561.8
10/11/16 5:40,EDT,DUNWOD,61760,497.7
10/11/16 5:40,EDT,GENESE,61753,922.4
10/11/16 5:40,EDT,HUD VL,61758,842.3
10/11/16 5:40,EDT,LONGIL,61762,1732.9
10/11/16 5:40,EDT,MHK VL,61756,775.2
10/11/16 5:40,EDT,MILLWD,61759,230.7
10/11/16 5:40,EDT,N.Y.C.,61761,4254
10/11/16 5:40,EDT,NORTH,61755,483.7
10/11/16 5:40,EDT,WEST,61752,1524.2
10/11/16 5:45,EDT,CAPITL,61757,1178.6
10/11/16 5:45,EDT,CENTRL,61754,1564.9
10/11/16 5:45,EDT,DUNWOD,61760,497.8
10/11/16 5:45,EDT,GENESE,61753,934.6
10/11/16 5:45,EDT,HUD VL,61758,857.1
10/11/16 5:45,EDT,LONGIL,61762,1748.8
10/11/16 5:45,EDT,MHK VL,61756,776.7
10/11/16 5:45,EDT,MILLWD,61759,234.1
10/11/16 5:45,EDT,N.Y.C.,61761,4285.7
10/11/16 5:45,EDT,NORTH,61755,479.1
10/11/16 5:45,EDT,WEST,61752,1537.8
10/11/16 5:50,EDT,CAPITL,61757,1185.8
10/11/16 5:50,EDT,CENTRL,61754,1531.6
10/11/16 5:50,EDT,DUNWOD,61760,489.9
10/11/16 5:50,EDT,GENESE,61753,937.1
10/11/16 5:50,EDT,HUD VL,61758,861.6
10/11/16 5:50,EDT,LONGIL,61762,1776.4
10/11/16 5:50,EDT,MHK VL,61756,782.4
10/11/16 5:50,EDT,MILLWD,61759,239.6
10/11/16 5:50,EDT,N.Y.C.,61761,4339.3
10/11/16 5:50,EDT,NORTH,61755,494.4
10/11/16 5:50,EDT,WEST,61752,1557
10/11/16 5:55,EDT,CAPITL,61757,1211.5
10/11/16 5:55,EDT,CENTRL,61754,1545.9
10/11/16 5:55,EDT,DUNWOD,61760,502.9
10/11/16 5:55,EDT,GENESE,61753,948.1
10/11/16 5:55,EDT,HUD VL,61758,859.2
10/11/16 5:55,EDT,LONGIL,61762,1782.7
10/11/16 5:55,EDT,MHK VL,61756,797.1
10/11/16 5:55,EDT,MILLWD,61759,250.9
10/11/16 5:55,EDT,N.Y.C.,61761,4382.8
10/11/16 5:55,EDT,NORTH,61755,482.6
10/11/16 5:55,EDT,WEST,61752,1559.7
10/11/16 6:00,EDT,CAPITL,61757,1218.8
10/11/16 6:00,EDT,CENTRL,61754,1605.4
10/11/16 6:00,EDT,DUNWOD,61760,515.7
10/11/16 6:00,EDT,GENESE,61753,962.8
10/11/16 6:00,EDT,HUD VL,61758,876.2
10/11/16 6:00,EDT,LONGIL,61762,1786.2
10/11/16 6:00,EDT,MHK VL,61756,799.5
10/11/16 6:00,EDT,MILLWD,61759,254.1
10/11/16 6:00,EDT,N.Y.C.,61761,4385.6
10/11/16 6:00,EDT,NORTH,61755,486.1
10/11/16 6:00,EDT,WEST,61752,1552.9
10/11/16 6:05,EDT,CAPITL,61757,1243.2
10/11/16 6:05,EDT,CENTRL,61754,1585.5
10/11/16 6:05,EDT,DUNWOD,61760,524.6
10/11/16 6:05,EDT,GENESE,61753,979.5
10/11/16 6:05,EDT,HUD VL,61758,888
10/11/16 6:05,EDT,LONGIL,61762,1825.1
10/11/16 6:05,EDT,MHK VL,61756,797.9
10/11/16 6:05,EDT,MILLWD,61759,233.3
10/11/16 6:05,EDT,N.Y.C.,61761,4459.6
10/11/16 6:05,EDT,NORTH,61755,493.2
10/11/16 6:05,EDT,WEST,61752,1569.8
10/11/16 6:10,EDT,CAPITL,61757,1259.9
10/11/16 6:10,EDT,CENTRL,61754,1645.9
10/11/16 6:10,EDT,DUNWOD,61760,552.6
10/11/16 6:10,EDT,GENESE,61753,993.8
10/11/16 6:10,EDT,HUD VL,61758,896.6
10/11/16 6:10,EDT,LONGIL,61762,1845.6
10/11/16 6:10,EDT,MHK VL,61756,830.3
10/11/16 6:10,EDT,MILLWD,61759,237.9
10/11/16 6:10,EDT,N.Y.C.,61761,4550.6
10/11/16 6:10,EDT,NORTH,61755,495.2
10/11/16 6:10,EDT,WEST,61752,1630.5
10/11/16 6:15,EDT,CAPITL,61757,1287.5
10/11/16 6:15,EDT,CENTRL,61754,1703.4
10/11/16 6:15,EDT,DUNWOD,61760,553.8
10/11/16 6:15,EDT,GENESE,61753,1008.5
10/11/16 6:15,EDT,HUD VL,61758,916
10/11/16 6:15,EDT,LONGIL,61762,1882.2
10/11/16 6:15,EDT,MHK VL,61756,837.3
10/11/16 6:15,EDT,MILLWD,61759,247.1
10/11/16 6:15,EDT,N.Y.C.,61761,4575.7
10/11/16 6:15,EDT,NORTH,61755,496
10/11/16 6:15,EDT,WEST,61752,1610.8
10/11/16 6:20,EDT,CAPITL,61757,1294.5
10/11/16 6:20,EDT,CENTRL,61754,1713.8
10/11/16 6:20,EDT,DUNWOD,61760,545.8
10/11/16 6:20,EDT,GENESE,61753,1020.3
10/11/16 6:20,EDT,HUD VL,61758,931.1
10/11/16 6:20,EDT,LONGIL,61762,1914.2
10/11/16 6:20,EDT,MHK VL,61756,847.5
10/11/16 6:20,EDT,MILLWD,61759,259.1
10/11/16 6:20,EDT,N.Y.C.,61761,4638
10/11/16 6:20,EDT,NORTH,61755,503.6
10/11/16 6:20,EDT,WEST,61752,1615.5
10/11/16 6:25,EDT,CAPITL,61757,1326.7
10/11/16 6:25,EDT,CENTRL,61754,1740.2
10/11/16 6:25,EDT,DUNWOD,61760,553.9
10/11/16 6:25,EDT,GENESE,61753,1030.7
10/11/16 6:25,EDT,HUD VL,61758,958.1
10/11/16 6:25,EDT,LONGIL,61762,1926.4
10/11/16 6:25,EDT,MHK VL,61756,851.3
10/11/16 6:25,EDT,MILLWD,61759,251.9
10/11/16 6:25,EDT,N.Y.C.,61761,4717.5
10/11/16 6:25,EDT,NORTH,61755,499.3
10/11/16 6:25,EDT,WEST,61752,1623.7
10/11/16 6:30,EDT,CAPITL,61757,1329.7
10/11/16 6:30,EDT,CENTRL,61754,1752.9
10/11/16 6:30,EDT,DUNWOD,61760,551.4
10/11/16 6:30,EDT,GENESE,61753,1035.7
10/11/16 6:30,EDT,HUD VL,61758,943.5
10/11/16 6:30,EDT,LONGIL,61762,1945.4
10/11/16 6:30,EDT,MHK VL,61756,869.1
10/11/16 6:30,EDT,MILLWD,61759,266.5
10/11/16 6:30,EDT,N.Y.C.,61761,4755.7
10/11/16 6:30,EDT,NORTH,61755,507.8
10/11/16 6:30,EDT,WEST,61752,1664.7
10/11/16 6:35,EDT,CAPITL,61757,1347.2
10/11/16 6:35,EDT,CENTRL,61754,1775.9
10/11/16 6:35,EDT,DUNWOD,61760,553.2
10/11/16 6:35,EDT,GENESE,61753,1044.3
10/11/16 6:35,EDT,HUD VL,61758,967
10/11/16 6:35,EDT,LONGIL,61762,1959.3
10/11/16 6:35,EDT,MHK VL,61756,880.2
10/11/16 6:35,EDT,MILLWD,61759,265.1
10/11/16 6:35,EDT,N.Y.C.,61761,4800.8
10/11/16 6:35,EDT,NORTH,61755,510.3
10/11/16 6:35,EDT,WEST,61752,1707.8
10/11/16 6:40,EDT,CAPITL,61757,1369.3
10/11/16 6:40,EDT,CENTRL,61754,1809.5
10/11/16 6:40,EDT,DUNWOD,61760,559.2
10/11/16 6:40,EDT,GENESE,61753,1062.6
10/11/16 6:40,EDT,HUD VL,61758,974.5
10/11/16 6:40,EDT,LONGIL,61762,1986.1
10/11/16 6:40,EDT,MHK VL,61756,884.2
10/11/16 6:40,EDT,MILLWD,61759,273.3
10/11/16 6:40,EDT,N.Y.C.,61761,4869.1
10/11/16 6:40,EDT,NORTH,61755,512.3
10/11/16 6:40,EDT,WEST,61752,1701.2
10/11/16 6:45,EDT,CAPITL,61757,1378
10/11/16 6:45,EDT,CENTRL,61754,1739.9
10/11/16 6:45,EDT,DUNWOD,61760,585.1
10/11/16 6:45,EDT,GENESE,61753,1075.6
10/11/16 6:45,EDT,HUD VL,61758,966.3
10/11/16 6:45,EDT,LONGIL,61762,2000.4
10/11/16 6:45,EDT,MHK VL,61756,902.3
10/11/16 6:45,EDT,MILLWD,61759,272.6
10/11/16 6:45,EDT,N.Y.C.,61761,4880.4
10/11/16 6:45,EDT,NORTH,61755,520.9
10/11/16 6:45,EDT,WEST,61752,1709.4
10/11/16 6:50,EDT,CAPITL,61757,1377.9
10/11/16 6:50,EDT,CENTRL,61754,1817
10/11/16 6:50,EDT,DUNWOD,61760,601.3
10/11/16 6:50,EDT,GENESE,61753,1080.9
10/11/16 6:50,EDT,HUD VL,61758,993
10/11/16 6:50,EDT,LONGIL,61762,2028.1
10/11/16 6:50,EDT,MHK VL,61756,902.2
10/11/16 6:50,EDT,MILLWD,61759,265
10/11/16 6:50,EDT,N.Y.C.,61761,4935.2
10/11/16 6:50,EDT,NORTH,61755,520.2
10/11/16 6:50,EDT,WEST,61752,1697.9
10/11/16 6:55,EDT,CAPITL,61757,1380.9
10/11/16 6:55,EDT,CENTRL,61754,1816.1
10/11/16 6:55,EDT,DUNWOD,61760,588
10/11/16 6:55,EDT,GENESE,61753,1089.7
10/11/16 6:55,EDT,HUD VL,61758,998.8
10/11/16 6:55,EDT,LONGIL,61762,2003.4
10/11/16 6:55,EDT,MHK VL,61756,902
10/11/16 6:55,EDT,MILLWD,61759,264.4
10/11/16 6:55,EDT,N.Y.C.,61761,4982.1
10/11/16 6:55,EDT,NORTH,61755,551.5
10/11/16 6:55,EDT,WEST,61752,1724.6
10/11/16 7:00,EDT,CAPITL,61757,1383
10/11/16 7:00,EDT,CENTRL,61754,1837.5
10/11/16 7:00,EDT,DUNWOD,61760,607.3
10/11/16 7:00,EDT,GENESE,61753,1096.6
10/11/16 7:00,EDT,HUD VL,61758,1016.6
10/11/16 7:00,EDT,LONGIL,61762,2015.8
10/11/16 7:00,EDT,MHK VL,61756,896.5
10/11/16 7:00,EDT,MILLWD,61759,270.6
10/11/16 7:00,EDT,N.Y.C.,61761,5003.1
10/11/16 7:00,EDT,NORTH,61755,515.5
10/11/16 7:00,EDT,WEST,61752,1699
10/11/16 7:05,EDT,CAPITL,61757,1393.4
10/11/16 7:05,EDT,CENTRL,61754,1829
10/11/16 7:05,EDT,DUNWOD,61760,604.5
10/11/16 7:05,EDT,GENESE,61753,1102.4
10/11/16 7:05,EDT,HUD VL,61758,984.2
10/11/16 7:05,EDT,LONGIL,61762,2026
10/11/16 7:05,EDT,MHK VL,61756,916.9
10/11/16 7:05,EDT,MILLWD,61759,272.7
10/11/16 7:05,EDT,N.Y.C.,61761,5060.3
10/11/16 7:05,EDT,NORTH,61755,522
10/11/16 7:05,EDT,WEST,61752,1737.1
10/11/16 7:10,EDT,CAPITL,61757,1395.9
10/11/16 7:10,EDT,CENTRL,61754,1847.4
10/11/16 7:10,EDT,DUNWOD,61760,596.7
10/11/16 7:10,EDT,GENESE,61753,1110.5
10/11/16 7:10,EDT,HUD VL,61758,1025.2
10/11/16 7:10,EDT,LONGIL,61762,2068.8
10/11/16 7:10,EDT,MHK VL,61756,935.1
10/11/16 7:10,EDT,MILLWD,61759,280.6
10/11/16 7:10,EDT,N.Y.C.,61761,5137.8
10/11/16 7:10,EDT,NORTH,61755,518.3
10/11/16 7:10,EDT,WEST,61752,1743.4
10/11/16 7:15,EDT,CAPITL,61757,1405.2
10/11/16 7:15,EDT,CENTRL,61754,1869.8
10/11/16 7:15,EDT,DUNWOD,61760,611.5
10/11/16 7:15,EDT,GENESE,61753,1119
10/11/16 7:15,EDT,HUD VL,61758,997.2
10/11/16 7:15,EDT,LONGIL,61762,2050.3
10/11/16 7:15,EDT,MHK VL,61756,942.1
10/11/16 7:15,EDT,MILLWD,61759,281.6
10/11/16 7:15,EDT,N.Y.C.,61761,5205.6
10/11/16 7:15,EDT,NORTH,61755,506.8
10/11/16 7:15,EDT,WEST,61752,1742.7
10/11/16 7:20,EDT,CAPITL,61757,1414
10/11/16 7:20,EDT,CENTRL,61754,1884.9
10/11/16 7:20,EDT,DUNWOD,61760,628
10/11/16 7:20,EDT,GENESE,61753,1113.9
10/11/16 7:20,EDT,HUD VL,61758,1028.6
10/11/16 7:20,EDT,LONGIL,61762,2076.2
10/11/16 7:20,EDT,MHK VL,61756,939.3
10/11/16 7:20,EDT,MILLWD,61759,282.2
10/11/16 7:20,EDT,N.Y.C.,61761,5231.3
10/11/16 7:20,EDT,NORTH,61755,527.6
10/11/16 7:20,EDT,WEST,61752,1750.2
10/11/16 7:25,EDT,CAPITL,61757,1409.4
10/11/16 7:25,EDT,CENTRL,61754,1886.5
10/11/16 7:25,EDT,DUNWOD,61760,618.6
10/11/16 7:25,EDT,GENESE,61753,1120
10/11/16 7:25,EDT,HUD VL,61758,1041.4
10/11/16 7:25,EDT,LONGIL,61762,2108.6
10/11/16 7:25,EDT,MHK VL,61756,931.4
10/11/16 7:25,EDT,MILLWD,61759,281.1
10/11/16 7:25,EDT,N.Y.C.,61761,5287.8
10/11/16 7:25,EDT,NORTH,61755,517.4
10/11/16 7:25,EDT,WEST,61752,1727.7
10/11/16 7:30,EDT,CAPITL,61757,1425.2
10/11/16 7:30,EDT,CENTRL,61754,1875
10/11/16 7:30,EDT,DUNWOD,61760,636.5
10/11/16 7:30,EDT,GENESE,61753,1116.1
10/11/16 7:30,EDT,HUD VL,61758,1020.4
10/11/16 7:30,EDT,LONGIL,61762,2090.2
10/11/16 7:30,EDT,MHK VL,61756,937.8
10/11/16 7:30,EDT,MILLWD,61759,276.2
10/11/16 7:30,EDT,N.Y.C.,61761,5319
10/11/16 7:30,EDT,NORTH,61755,524
10/11/16 7:30,EDT,WEST,61752,1764
10/11/16 7:35,EDT,CAPITL,61757,1409.8
10/11/16 7:35,EDT,CENTRL,61754,1830.8
10/11/16 7:35,EDT,DUNWOD,61760,622.9
10/11/16 7:35,EDT,GENESE,61753,1118.8
10/11/16 7:35,EDT,HUD VL,61758,1039.9
10/11/16 7:35,EDT,LONGIL,61762,2108.1
10/11/16 7:35,EDT,MHK VL,61756,933.2
10/11/16 7:35,EDT,MILLWD,61759,272.3
10/11/16 7:35,EDT,N.Y.C.,61761,5389
10/11/16 7:35,EDT,NORTH,61755,524
10/11/16 7:35,EDT,WEST,61752,1765.3
10/11/16 7:40,EDT,CAPITL,61757,1419.8
10/11/16 7:40,EDT,CENTRL,61754,1863
10/11/16 7:40,EDT,DUNWOD,61760,635.1
10/11/16 7:40,EDT,GENESE,61753,1120
10/11/16 7:40,EDT,HUD VL,61758,1010.3
10/11/16 7:40,EDT,LONGIL,61762,2102.8
10/11/16 7:40,EDT,MHK VL,61756,943
10/11/16 7:40,EDT,MILLWD,61759,282.2
10/11/16 7:40,EDT,N.Y.C.,61761,5381.7
10/11/16 7:40,EDT,NORTH,61755,528.8
10/11/16 7:40,EDT,WEST,61752,1755.5
10/11/16 7:45,EDT,CAPITL,61757,1416.6
10/11/16 7:45,EDT,CENTRL,61754,1883.4
