date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
1/1/17 0:00,0.041424629,0.038816599,0.029261557,0.055796524,0.069294142,0.033849778,0.077904954,0.097048044,0.03943618,0.03446442,0.027906044,0.046137309,0.05073236,0.028256649,0.030896645,0.03236926,0.023787906,0.03422921,0.020513082,0.028356579,0.040468499,0.040013539,0.03147922,0.03833885,0.046084133,0.052907915,0.048648062,0.029646052,0.03545769,0.037231438,0.024638701,0.03826246,0.030077074,0.032011106,0.049629281,0.05228299,0.026962289,0.037572743,0.019186545,0.029003916,0.031504749,0.025776796,0.04279832,0.026034079,0.03250528,0.030861189,0.035119477,0.028794884,0.03083658,0.030032815,0.026591507,0.019056233,0.022124467,0.052917672,0.037489661,0.027408488,0.062640007,0.025931285,0.028272306,0.024965353,0.06380028,0.021871709,0.029621368,0.045731285,0.031102546,0.097541422,0.030344033,0.038768713,0.030918128,0.074230924,0.030404417,0.016209209,0.034324544,0.038629106,0.027800815,0.034038293,0.029511144,0.036931812,0.024724618,0.01786521,0.030239772,0.027166077,0.029416651,0.027309289,0.02188156,0.029040734,0.017623783,0.049237228,0.0576803,0.024425386,0.029341345,0.024931389,0.02850656,0.03412495,0.027332708,0.048446707,0.03580763,0.033192815,0.02597666,0.026438845,0.032514746,0.023979323,0.025413412,0.017139758,0.027680775,0.029362978,0.072091496,0.027876377,0.019599762,0.056797415,0.02142952,0.11893671,0.028963827,0.028142554,0.022937419,0.026795186,0.030473255,0.027250075,0.02876556,0.038157537,0.026302085,0.028027124,0.037943114,0.023373811,0.02009914,0.025347267,0.037148216,0.014508174,0.028105871,0.025275984,0.093574168,0.018313001,0.050615069,0.037189927,0.024103704,0.09277727,0.027504225,0.022208641,0.023026133,0.022949195,0.067911065,0.023110693,0.016801775,0.017662911,0.016673083,0.021810461,0.018699236,0.023710206,0.020454057,0.030922907,0.022022652,0.033587936,0.013917992,0.024392252,0.016198992,0.028985569,0.044376094,0.021032749,0.020136224,0.029809621,0.026984224,0.029879382,0.018569573,0.025916627,0.012196651,0.042307366,0.024884605,0.033588198,0.020523043,0.180160774,0.028837188,0.029859045,0.023481218,0.025833738,0.025279742,0.025443827,0.020932765,0.015492915,0.03367791,0.02611424,0.036762775,0.133487385,0.029677317,0.030771969,0.110099732,0.022678051,0.037190038,0.02719822,0.032821706,0.030188525,0.019981125,0.022183123,0.031606828,0.02782332,0.022918611,0.026078618,0.067994006,0.096279495,0.031437729,0.024983444
1/1/17 1:00,0.040127706,0.036305065,0.026788621,0.053383255,0.068530607,0.029140683,0.075514872,0.09697405,0.035250826,0.030217498,0.024983141,0.042226338,0.050216959,0.025068356,0.026427158,0.027453311,0.02255825,0.031599247,0.016999305,0.026348865,0.037375865,0.037853357,0.026609971,0.034262336,0.043807423,0.053531267,0.040157048,0.028712934,0.031805712,0.030313806,0.021686421,0.032489246,0.026665878,0.027489627,0.039218201,0.042294801,0.024427273,0.030506361,0.01767847,0.026635835,0.028036757,0.023040383,0.038490539,0.024582212,0.0288537,0.027355885,0.027342229,0.021282431,0.026981864,0.026463851,0.024498987,0.016344849,0.020470531,0.052083903,0.040307322,0.022642508,0.059992337,0.022937294,0.02509608,0.022204942,0.063419319,0.020126516,0.023814602,0.045361391,0.024683262,0.046864713,0.027115519,0.026531024,0.028743607,0.049124699,0.027331806,0.014704473,0.033057923,0.032279824,0.02591078,0.026994597,0.027853219,0.033456653,0.023340065,0.015118797,0.024287244,0.023683459,0.026473746,0.023782081,0.018006912,0.026652125,0.014915107,0.052938136,0.047002261,0.022274347,0.02618564,0.022559885,0.02491276,0.028445966,0.024384197,0.056811426,0.030168974,0.027719656,0.02353101,0.024797897,0.025302784,0.021805463,0.023428796,0.016811501,0.020960748,0.026646091,0.072525029,0.025211611,0.018763807,0.047232735,0.01866348,0.103039006,0.02513368,0.026384295,0.022310172,0.02076453,0.022399046,0.023752089,0.025811328,0.03542499,0.02294112,0.023134485,0.0323681,0.019394813,0.016865412,0.021439605,0.034450107,0.012973348,0.024237484,0.021762223,0.094161964,0.017560209,0.045667082,0.029800811,0.02043268,0.083748189,0.024472646,0.019170694,0.020115452,0.020925282,0.069775556,0.020656317,0.015541979,0.014044105,0.015833168,0.02019645,0.017344867,0.021950682,0.018535104,0.028095594,0.017707728,0.031793946,0.011273567,0.01952443,0.014160666,0.027234964,0.045553513,0.018368209,0.015825926,0.025282325,0.026496235,0.025182147,0.016331292,0.023625087,0.010196804,0.035080664,0.023139514,0.027160109,0.018597898,0.057359544,0.025014051,0.026741249,0.022251177,0.022944387,0.022814635,0.021491038,0.020270058,0.014454457,0.03249522,0.022455354,0.046646652,0.05547324,0.026242151,0.028337442,0.0542168,0.018172073,0.036177244,0.024481802,0.028033994,0.027658752,0.017242153,0.019089648,0.023197232,0.0244768,0.020944657,0.023762301,0.036654634,0.110186438,0.028245942,0.020873663
1/1/17 2:00,0.039865631,0.034852251,0.026014035,0.048432,0.067534544,0.026437126,0.074380328,0.096834556,0.033603195,0.027778789,0.023657812,0.039180793,0.051165741,0.023531758,0.023537332,0.024502608,0.022109382,0.030513549,0.01512934,0.025614553,0.035607564,0.03943498,0.023480476,0.032320336,0.042136254,0.055508793,0.035528909,0.029144807,0.031201431,0.026847705,0.019830958,0.029320476,0.024386343,0.023726882,0.033555549,0.034983043,0.023586816,0.02704831,0.016533044,0.025543742,0.026274656,0.021455674,0.034342818,0.023450901,0.027261282,0.025653935,0.02286231,0.01631107,0.024215361,0.025305986,0.024120243,0.01511445,0.019971605,0.04810276,0.035169734,0.020855098,0.056896682,0.021514043,0.02405311,0.020895411,0.063264359,0.019559459,0.020921901,0.03853766,0.020328966,0.034946177,0.025204063,0.022388905,0.027916933,0.027972501,0.026468108,0.013395266,0.031238967,0.030163456,0.024735965,0.024308257,0.028510633,0.030201124,0.02170902,0.014594812,0.02185783,0.022030013,0.024776853,0.021825317,0.015813169,0.024534854,0.014076817,0.051784248,0.031541083,0.021588445,0.02417751,0.021827211,0.02311192,0.026598713,0.023573445,0.083622291,0.027488499,0.025015834,0.022614627,0.022282303,0.022236256,0.019712513,0.022313959,0.014723401,0.018731275,0.023112902,0.07124798,0.022661304,0.017181867,0.041913776,0.019316968,0.056521673,0.023357871,0.024924726,0.021861745,0.018440635,0.019615961,0.021448044,0.024128286,0.036806324,0.020704799,0.020456923,0.030219966,0.017533262,0.015658619,0.02067868,0.033946723,0.011144294,0.023853627,0.018605081,0.077820493,0.016185775,0.040666326,0.024861884,0.020844331,0.073752802,0.02107165,0.018260209,0.017973937,0.019405255,0.058515895,0.019084862,0.014935966,0.013976471,0.018065464,0.018590216,0.017983965,0.019507246,0.016868833,0.0257856,0.0162407,0.030414833,0.010217698,0.015704761,0.013521003,0.027537459,0.046945914,0.017643135,0.013015383,0.02439607,0.025924087,0.02339938,0.014374607,0.022906896,0.011049805,0.030276692,0.020516049,0.025751201,0.016337391,0.032237185,0.023092059,0.025728158,0.021118501,0.021202832,0.021293565,0.021037925,0.02001283,0.014272721,0.031642183,0.021312654,0.046634832,0.034894746,0.024179328,0.028107199,0.025551919,0.016896231,0.030805055,0.021081396,0.025470857,0.028598576,0.016157945,0.017260764,0.019415937,0.021832315,0.020383731,0.019842269,0.026385987,0.106763494,0.029671308,0.017516665
1/1/17 3:00,0.03944708,0.034007221,0.025534558,0.04443484,0.065690766,0.025010123,0.073139959,0.096286046,0.033297914,0.026629765,0.023205578,0.037006881,0.053534925,0.023925815,0.021707783,0.022740051,0.022408656,0.030598756,0.013630805,0.025933755,0.035190255,0.036543749,0.021575679,0.03083511,0.04255872,0.056041746,0.033343482,0.030420963,0.030896009,0.025360835,0.018795985,0.02730069,0.022885507,0.022732089,0.031452719,0.031969501,0.022502109,0.026464382,0.016413596,0.02520796,0.024934166,0.020657301,0.03275048,0.023489594,0.026235812,0.025126931,0.020369651,0.014353801,0.023584189,0.025020703,0.026201783,0.01430648,0.020014311,0.043784754,0.035666483,0.019893287,0.054308815,0.021099656,0.022989133,0.020549508,0.06330584,0.019616067,0.019971981,0.035061426,0.018545351,0.029210693,0.025033381,0.021489493,0.027590078,0.022247523,0.025850475,0.012711821,0.027809675,0.02896948,0.024450342,0.023880483,0.030899666,0.02869976,0.021527066,0.014120471,0.020831479,0.022172423,0.023769971,0.020887708,0.0148671,0.023303332,0.013091435,0.052674683,0.024612804,0.022778836,0.02344682,0.020281055,0.022077721,0.026121587,0.021775786,0.091332984,0.02628922,0.024901773,0.022372768,0.022209624,0.02231136,0.020344408,0.022808281,0.015566756,0.015799795,0.023554964,0.070473418,0.021934794,0.017422812,0.041599265,0.018381769,0.036888845,0.022216129,0.023613034,0.02147343,0.017342023,0.018163013,0.021259477,0.02374926,0.032675241,0.020325647,0.018754011,0.027866931,0.016177928,0.014757991,0.020649873,0.032731285,0.011325249,0.025177949,0.017893087,0.048052653,0.016122211,0.032936559,0.022160239,0.02037212,0.059851514,0.020675626,0.017523894,0.016835112,0.019144391,0.046414851,0.018966351,0.015165238,0.013080767,0.025246083,0.017932187,0.01835254,0.019786466,0.017539252,0.025599017,0.015731448,0.029989474,0.009879761,0.014885168,0.014039047,0.026205928,0.049566414,0.017928785,0.013658081,0.023927108,0.021949279,0.021877728,0.014106148,0.021442093,0.009999189,0.028987293,0.019467463,0.026602196,0.016693856,0.029600568,0.021532069,0.02543289,0.020807626,0.022276148,0.021377217,0.019167197,0.017337899,0.014446951,0.029989947,0.021887018,0.027657942,0.032359826,0.022959848,0.025282782,0.017287119,0.014704108,0.029342187,0.020215368,0.026099145,0.0334214,0.015961019,0.017077533,0.019396977,0.021326764,0.017887153,0.018680141,0.023092501,0.099933519,0.046957699,0.018225493
1/1/17 4:00,0.039783201,0.034048615,0.025720541,0.041184043,0.062678434,0.024807448,0.072527325,0.095941549,0.034076877,0.026694129,0.022999101,0.034643502,0.055946745,0.023704549,0.020865359,0.021349488,0.025973313,0.031719876,0.013324538,0.030175602,0.034549279,0.035571526,0.021077058,0.03005573,0.045947856,0.055986899,0.031858293,0.039528988,0.031866465,0.026027806,0.018408114,0.026498465,0.023240931,0.022008621,0.030937164,0.031630122,0.023779218,0.028075735,0.016507341,0.026223465,0.025018902,0.020348528,0.031686338,0.02447028,0.026522865,0.024838297,0.019544991,0.013738677,0.023599085,0.025412925,0.029146321,0.015319513,0.020905333,0.038835002,0.037618737,0.019151742,0.05251821,0.021610036,0.022911443,0.020428786,0.062312587,0.019168501,0.019712653,0.032308769,0.019099704,0.02700469,0.024674844,0.022087234,0.027218687,0.021620082,0.026010853,0.01249351,0.026362495,0.030296665,0.024325227,0.025087512,0.042122137,0.0291581,0.021733887,0.014137167,0.021229395,0.023382546,0.02433116,0.020581665,0.014652103,0.023402957,0.012932969,0.052297807,0.022648924,0.025704944,0.023500159,0.020526301,0.022417701,0.02840197,0.023024061,0.066566839,0.026776671,0.024222792,0.022391707,0.023534941,0.023447054,0.020529118,0.032139849,0.019282413,0.015402196,0.023144123,0.070212048,0.021485942,0.016816499,0.038873203,0.017708599,0.034271995,0.023629493,0.025456534,0.024644681,0.017873477,0.01867448,0.02210934,0.024378719,0.027787967,0.020457488,0.017523064,0.028279546,0.015098512,0.015837172,0.019452708,0.031732803,0.01183253,0.046317623,0.017605005,0.028913018,0.018466759,0.026902992,0.022280443,0.019125683,0.04490689,0.021089539,0.017432477,0.016796573,0.019687684,0.031448024,0.018125639,0.015206688,0.013873185,0.034739867,0.019980769,0.018500897,0.019280667,0.017591788,0.025376595,0.016532595,0.03171506,0.009998188,0.013400462,0.014710849,0.023380087,0.055398918,0.016694392,0.013613324,0.025160434,0.021697906,0.022343857,0.014648505,0.021644344,0.009716263,0.02817213,0.019717882,0.026040674,0.0183688,0.029048856,0.020151053,0.027156634,0.0223067,0.020532017,0.022171546,0.018758323,0.013545882,0.014471546,0.055931859,0.030134053,0.02182029,0.031176868,0.023063161,0.024153928,0.016446252,0.016722015,0.030847282,0.020335731,0.025747245,0.087565571,0.015709314,0.016314998,0.02169796,0.021384314,0.017357914,0.017314826,0.021002162,0.047234953,0.12992092,0.016403289
1/1/17 5:00,0.040985434,0.035542843,0.027576678,0.03906109,0.057210667,0.02500092,0.069014585,0.084746375,0.03957556,0.027945198,0.024227798,0.032784669,0.058879719,0.024584795,0.020999609,0.020883814,0.039974622,0.035581244,0.013148387,0.050709943,0.03432253,0.036947648,0.022367626,0.030779936,0.042531371,0.056656593,0.030180984,0.066444366,0.034881729,0.026822661,0.019151809,0.026693691,0.022876455,0.022123146,0.031070391,0.030612046,0.023661597,0.02986943,0.018711669,0.027214368,0.026409837,0.021059205,0.031843463,0.025708482,0.028127741,0.026619969,0.018732303,0.014999088,0.024288192,0.026506537,0.04644572,0.015598468,0.022903473,0.032709889,0.037728902,0.020446608,0.05072915,0.023181849,0.023876975,0.019464839,0.062748155,0.021488615,0.021288647,0.031361318,0.017612044,0.026481577,0.026296235,0.022439154,0.029502786,0.023817679,0.027991013,0.01279519,0.030114035,0.031694105,0.025344158,0.028445735,0.037604791,0.031316929,0.031444112,0.014601134,0.022156066,0.028308556,0.02415811,0.021082689,0.015210076,0.024010793,0.013006754,0.052808837,0.018860852,0.047074576,0.024470103,0.023231621,0.025018323,0.039304248,0.023800904,0.050927332,0.028124456,0.025384923,0.023967185,0.025058001,0.023545114,0.021682561,0.068326952,0.018246044,0.016259561,0.023242342,0.072607242,0.023568456,0.016836923,0.037664492,0.019489384,0.032606704,0.024867186,0.027322294,0.028321963,0.018721965,0.018678824,0.021797183,0.028293022,0.026563647,0.020687983,0.017399154,0.029680891,0.015727726,0.017301359,0.019792451,0.028569062,0.01075963,0.113106443,0.019771131,0.02567504,0.019565059,0.021694767,0.021618569,0.022463559,0.030580155,0.021888191,0.019810174,0.01890123,0.023498339,0.024523003,0.019716562,0.016650966,0.014996975,0.040927157,0.021899089,0.021462224,0.020653056,0.017435115,0.027711212,0.016943426,0.046618339,0.009855141,0.013324559,0.015726246,0.024459996,0.066720937,0.01668131,0.013168139,0.02631233,0.021275262,0.023420158,0.016136896,0.022411228,0.010243643,0.025204642,0.019698572,0.024778056,0.019173642,0.03098941,0.022737709,0.033284363,0.026219881,0.021514596,0.02395073,0.019506617,0.012288614,0.016549539,0.050614456,0.077549603,0.020076227,0.035478287,0.025428252,0.022862903,0.016826825,0.014928761,0.02396969,0.020176391,0.028697563,0.12734369,0.018474584,0.01721013,0.020339326,0.021481583,0.017722909,0.017179029,0.019826378,0.02985321,0.086475528,0.018101133
1/1/17 6:00,0.041564922,0.036439802,0.034402789,0.037723346,0.04091436,0.026334473,0.046232941,0.031288758,0.060631227,0.030381873,0.0262145,0.029629874,0.070136908,0.029485393,0.022094253,0.021194173,0.060504006,0.050681814,0.013784747,0.082619542,0.033884938,0.036725783,0.023358154,0.031246239,0.037127733,0.059256838,0.028759317,0.064140323,0.041348176,0.027272775,0.0195057,0.02749642,0.024189588,0.023680891,0.031443297,0.02927239,0.025934376,0.030857196,0.024469748,0.034675664,0.030390579,0.024044176,0.032276335,0.031699805,0.029076442,0.027739054,0.018543913,0.014877156,0.026134775,0.040975809,0.111771535,0.01821238,0.036341238,0.027774982,0.038781051,0.021040849,0.039834413,0.026656004,0.024955844,0.020093019,0.061506689,0.04242428,0.024097067,0.03110803,0.018733456,0.027336596,0.030223993,0.024480464,0.037113399,0.02608639,0.032406572,0.013594281,0.035939471,0.030823446,0.02805347,0.033264864,0.051544225,0.029519326,0.055309692,0.016787997,0.024048441,0.026747631,0.024932867,0.022399421,0.016003236,0.032029192,0.013643445,0.056908856,0.017160113,0.09712349,0.025023945,0.023925029,0.026184787,0.077018473,0.024711664,0.036796415,0.029874594,0.024874499,0.029971121,0.027084304,0.02821896,0.023588173,0.036559873,0.029055011,0.017909498,0.022136545,0.069067315,0.027806938,0.019735159,0.043975804,0.024010492,0.03400944,0.027436936,0.026960776,0.059621078,0.022549144,0.019859653,0.022640846,0.03458931,0.026286423,0.021922671,0.018632594,0.028907319,0.015915536,0.020062597,0.020906847,0.027321778,0.012025385,0.12004915,0.02170414,0.025025533,0.0267442,0.01968174,0.020555585,0.032869727,0.025458354,0.022305905,0.020941272,0.020513786,0.02399667,0.021143059,0.020237549,0.015447013,0.016282929,0.052371201,0.023914408,0.031293222,0.022932871,0.021501547,0.0287549,0.018281342,0.198438319,0.011545603,0.014755237,0.016468014,0.026108939,0.063761145,0.016851142,0.01338455,0.041948434,0.024978854,0.026237984,0.016631462,0.026330617,0.018121994,0.023186529,0.022843504,0.028619212,0.021744083,0.03584858,0.023415771,0.038404634,0.056407565,0.023758554,0.025953045,0.019457982,0.011409147,0.02685866,0.120543379,0.096525048,0.02096455,0.037939444,0.029613555,0.025295147,0.024392174,0.013304683,0.025227662,0.026920334,0.048332513,0.07259592,0.02146282,0.019081705,0.018721861,0.039790778,0.018241323,0.022262306,0.023409926,0.032110932,0.055844635,0.017837486
1/1/17 7:00,0.040568423,0.036851625,0.047849701,0.037156203,0.017064301,0.028146216,0.025242917,0.011367111,0.059660888,0.031406299,0.029985256,0.027576913,0.05424257,0.044881902,0.023282047,0.022950291,0.059419957,0.048186813,0.014776005,0.073588477,0.034718042,0.035963486,0.023374998,0.03342672,0.032310231,0.060031526,0.029520999,0.048544641,0.042945339,0.028510976,0.018631233,0.030711242,0.027663061,0.02745737,0.034386173,0.030010921,0.028310099,0.028479031,0.0438302,0.047661983,0.029178722,0.028450884,0.031089766,0.035033019,0.031133214,0.029015386,0.018888062,0.015371657,0.027315346,0.13758991,0.059705169,0.030298638,0.057629295,0.023293735,0.039763442,0.022411708,0.024064037,0.043039432,0.029097447,0.020708914,0.055602498,0.057197866,0.02765475,0.030343859,0.019241498,0.028830987,0.03284495,0.036003163,0.036662794,0.025000247,0.028891287,0.015595512,0.025586346,0.026778892,0.032123368,0.037531236,0.066320601,0.030813289,0.107108432,0.029183437,0.025610976,0.022144562,0.02757048,0.022427341,0.017235841,0.034076288,0.014531951,0.058799525,0.017071341,0.097683698,0.024696587,0.023720145,0.025769378,0.053537164,0.030740105,0.030458735,0.059054975,0.027430962,0.038803594,0.026533548,0.026846999,0.027454801,0.030296623,0.103384875,0.029238194,0.029392692,0.060652775,0.043939492,0.042874277,0.044104881,0.021529555,0.033801239,0.027559804,0.022853579,0.1028415,0.021399794,0.021249313,0.026632319,0.029616677,0.025378947,0.021113022,0.017752514,0.030086278,0.01599155,0.023539323,0.027824113,0.028728957,0.011748284,0.071131536,0.026683743,0.025586776,0.03821931,0.018479795,0.01758243,0.13651747,0.024191422,0.024498403,0.027544199,0.022048348,0.023157579,0.022495163,0.022613096,0.015639509,0.016563405,0.070662397,0.028343548,0.072575582,0.027924974,0.029475465,0.030556159,0.020436262,0.0541804,0.011958551,0.015413343,0.014774027,0.026304038,0.048988095,0.018652776,0.014977995,0.127492145,0.02660738,0.024225688,0.022794764,0.03082151,0.046812536,0.02163407,0.02393356,0.031448844,0.030520953,0.038146135,0.022775425,0.041195727,0.142957171,0.034542929,0.0269823,0.020276412,0.011572253,0.072128939,0.148907375,0.049896697,0.024246063,0.030429882,0.030693927,0.022625074,0.021560177,0.012390679,0.028486859,0.025307679,0.239798686,0.029278647,0.021679748,0.030236509,0.021956383,0.091101496,0.019629455,0.03438431,0.021005772,0.028191104,0.032175661,0.020080505
1/1/17 8:00,0.03990348,0.035913244,0.053567679,0.036144898,0.00990581,0.03074104,0.016356287,0.006426423,0.048969732,0.028844456,0.034937408,0.025963543,0.033726928,0.071739983,0.025714556,0.025575198,0.045057069,0.033111523,0.015721883,0.054949668,0.038502526,0.033679217,0.019720231,0.034612862,0.028026882,0.051676543,0.02944068,0.032318358,0.041768385,0.026808246,0.017339131,0.03532165,0.026252184,0.03423138,0.035674324,0.029848111,0.033448368,0.024661803,0.053094238,0.05133996,0.024681661,0.028011952,0.029384664,0.036836452,0.043603184,0.030425697,0.01799342,0.015066093,0.027570514,0.045766489,0.034616686,0.045659345,0.085822053,0.018583797,0.036121635,0.021886781,0.019024907,0.112789683,0.034230582,0.02222029,0.045101125,0.050214177,0.035891988,0.030469852,0.016926567,0.027921109,0.029832805,0.090901709,0.028934386,0.029598508,0.028515379,0.018448317,0.021162333,0.023187411,0.034339299,0.033139403,0.068217135,0.030844005,0.112771182,0.049154376,0.023993334,0.017148295,0.029463389,0.020995291,0.019804143,0.032561981,0.015148346,0.056775615,0.017919564,0.080359754,0.026294615,0.023865972,0.025121573,0.025598278,0.033748225,0.026253346,0.170062704,0.026289016,0.03708293,0.023645654,0.025242288,0.028864793,0.029919148,0.051658451,0.039577323,0.026772354,0.051633022,0.027602125,0.087409104,0.056783344,0.018033998,0.03316196,0.036397139,0.021561657,0.03040608,0.018802077,0.019082906,0.022823603,0.026322888,0.026027125,0.020926424,0.019014794,0.029928596,0.020090929,0.035503463,0.044505781,0.026998923,0.011578,0.033349795,0.038767178,0.023277706,0.059295434,0.017677036,0.019100864,0.119694663,0.021673402,0.027950231,0.055474864,0.02337788,0.021629649,0.024003735,0.027718388,0.015711325,0.022830844,0.067350312,0.053144235,0.113794077,0.030236343,0.060533165,0.055318853,0.022182528,0.029240326,0.012328481,0.015942657,0.013904776,0.025440386,0.031605323,0.020027449,0.01552678,0.048376764,0.026597779,0.022881682,0.029335453,0.028903942,0.076812196,0.021965221,0.027324058,0.036166663,0.157968503,0.032284731,0.024160896,0.030584023,0.068502408,0.124272939,0.022156058,0.02174861,0.01244789,0.113602942,0.034596752,0.02302684,0.021042617,0.02412417,0.032430397,0.022478843,0.016171326,0.011409089,0.023410212,0.022548657,0.051813249,0.025861769,0.022695023,0.025750605,0.020240904,0.041516498,0.018892584,0.034008895,0.023471743,0.020357978,0.025855388,0.019075259
1/1/17 9:00,0.040711041,0.035349892,0.053757924,0.037630235,0.00898103,0.035280355,0.015299091,0.006187117,0.038660969,0.029850052,0.04269921,0.026065833,0.024106715,0.054521861,0.032302115,0.030100237,0.037978926,0.027475549,0.018610053,0.044875885,0.053935526,0.033033477,0.019764065,0.038569475,0.026839132,0.04161752,0.028749537,0.027192564,0.037243212,0.027122302,0.01745437,0.040514748,0.029254638,0.045268414,0.033922259,0.030401238,0.043730139,0.023925016,0.048461994,0.052714122,0.022874491,0.027471338,0.030090722,0.041827859,0.11880686,0.03367205,0.018154035,0.016490794,0.029752824,0.03064423,0.026073643,0.046114218,0.094004072,0.017527985,0.034660278,0.025039211,0.017887873,0.057997478,0.03427811,0.025308173,0.039295956,0.04904361,0.052275368,0.029378492,0.016265772,0.030699966,0.032851099,0.094740604,0.027865368,0.040504454,0.026571965,0.031357786,0.020066941,0.02155875,0.03153156,0.032467143,0.07490005,0.029114348,0.084622912,0.065180341,0.023000602,0.0163726,0.033336814,0.021984903,0.027329864,0.040996657,0.016124974,0.055259727,0.020580329,0.051561256,0.024424243,0.025905951,0.024737638,0.020716315,0.040982986,0.02560859,0.06479683,0.030089344,0.047341884,0.023787361,0.037240657,0.035989786,0.031630033,0.031216881,0.078280167,0.032508945,0.045234068,0.029604141,0.107960165,0.116662334,0.017980434,0.034977468,0.094148848,0.02546377,0.018047504,0.018502256,0.0183487,0.023988859,0.022503339,0.030990212,0.022386292,0.020393217,0.03061463,0.030279553,0.101450558,0.0333841,0.026977567,0.012488129,0.027540681,0.105230476,0.024473209,0.121613025,0.018721895,0.018970101,0.034814132,0.021561558,0.028216767,0.106530934,0.033193478,0.021048452,0.026046222,0.046714953,0.01519468,0.062724167,0.075553381,0.158605613,0.090584214,0.027505802,0.088964123,0.206369433,0.023327678,0.026046283,0.013879309,0.024313054,0.013186353,0.028065948,0.024658234,0.021931264,0.01804943,0.02750072,0.050743487,0.023216422,0.032266342,0.027078843,0.08855915,0.022588771,0.04195468,0.115108599,0.157424379,0.032747831,0.039320101,0.028119909,0.02884747,0.054918552,0.021783697,0.02306727,0.019664695,0.11834212,0.02272569,0.018801609,0.022827644,0.022639555,0.040989771,0.025341164,0.0158348,0.011700771,0.023610508,0.018825376,0.028426273,0.024223153,0.023773278,0.02832531,0.018568336,0.027342005,0.019716649,0.024079004,0.037076243,0.021117381,0.024698179,0.022823816
